Status,Side,Time,Local,Dirty Price,Yield,Quantity,MinInc,SetDt,EBND Seller Broker Code,EBND Buyer Broker Code,Price,Bid Type,UserName,Account,Seq#,Brkr,System #,Net,Security (ASX),Security,ISIN
Open,S,11:16:12,MH22029,,5.5336,25000000,,05/10/2021,,BRSV,133.65,,BRANDY LAUREANO,,38,BRSV,,34516952.05,DRGB 10 3/4 11/08/29,DRGB 10 3/4 11/08/29,DO1005207027
Open,B,11:14:33,MH12040,,6.7409,10000000,,06/10/2021,BRSV,,148.23,,OSCAR YEPEZ,,37,BRSV,,15109712.33,DRGB 11 3/8 01/06/40,DRGB 11 3/8 01/06/40,DO1005207415
Open,B,11:09:49,MH12031,,5.7793,10000000,,06/10/2021,BRSV,,120.8554,,OSCAR YEPEZ,,36,BRSV,,12362012.6,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,B,11:04:14,MH12030,,5.7734,10000000,,05/10/2021,BRSV,,129.91,,OSCAR YEPEZ,,35,BRSV,,13235452.05,DRGB 10 3/8 01/11/30,DRGB 10 3/8 01/11/30,DO1005207217
Open,B,11:03:34,MH12034,,5.9343,10000000,,06/10/2021,BRSV,,148,,BRANDY LAUREANO,,34,BRSV,,15074109.59,DRGB 11 1/2 01/11/34,DRGB 11 1/2 01/11/34,DO1005206722
Open,B,10:58:18,MH32028,,5.5257,10000000,,05/10/2021,BRSV,,129.45,,BRANDY LAUREANO,,33,BRSV,,13109931.51,DRGB 10 3/4 08/11/28,DRGB 10 3/4 08/11/28,DO1005206516
Open,B,10:58:00,MH42028,,5.5024,10000000,,05/10/2021,BRSV,,113.8,,BRANDY LAUREANO,,32,BRSV,,11634246.58,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,B,10:57:22,MH12032,,5.9737,10000000,,06/10/2021,BRSV,,146.2,,BRANDY LAUREANO,,31,BRSV,,14721917.81,DRGB 12 03/05/32,DRGB 12 03/05/32,DO1005206011
Open,B,10:48:59,MH12034,,5.846,10000000,,06/10/2021,BRSV,,149,,BRANDY LAUREANO,,30,BRSV,,15174109.59,DRGB 11 1/2 01/11/34,DRGB 11 1/2 01/11/34,DO1005206722
Open,S,10:48:42,MHUS2040,,4.7284,100000,,30/09/2021,,PARA,125,,JEAN ELMUDESI,,18,PADR,,126237.5,DRGB 6 3/4 07/24/40,DRGB 6 3/4 07/24/40,DO1005208322
Open,B,10:47:46,MHUS2040,,3.5284,100000,,04/10/2021,PARA,,144,,JEAN ELMUDESI,,17,PADR,,145312.5,DRGB 6 3/4 07/24/40,DRGB 6 3/4 07/24/40,DO1005208322
Open,S,10:45:30,MH42028,,5.52,10000000,,05/10/2021,,BSC,113.6949,,JOSE MIGUEL CASTILLO AROCA,,2,SACR,,11623736.58,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,B,10:45:30,MH42028,,5.1221,10000000,,06/10/2021,BSC,,116.1,,JOSE MIGUEL CASTILLO AROCA,,3,SACR,,11866438.36,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,B,10:44:12,BSRD2049,,5.7458,150000,,04/10/2021,PARA,,109,,JEAN ELMUDESI,,16,PADR,,166673.33,DOMREP 6.40 06/05/49,DOMREP 6.40 06/05/49,USP3579ECE51
Open,S,10:44:02,BSRD2049,,6.0981,150000,,04/10/2021,,PARA,104,,JEAN ELMUDESI,,15,PADR,,159173.33,DOMREP 6.40 06/05/49,DOMREP 6.40 06/05/49,USP3579ECE51
Open,B,10:43:54,BSRD2044,,5.5686,100000,,04/10/2021,PARA,,124,,JEAN ELMUDESI,,14,PADR,,127186.94,DOMREP 7.45 04/30/44,DOMREP 7.45 04/30/44,USP3579EAY34
Open,S,10:43:48,BSRD2044,,6.0578,100000,,04/10/2021,,PARA,117,,JEAN ELMUDESI,,13,PADR,,120186.94,DOMREP 7.45 04/30/44,DOMREP 7.45 04/30/44,USP3579EAY34
Open,B,10:43:34,BSRD2041,,5.1348,150000,,04/10/2021,PARA,,102,,JEAN ELMUDESI,,12,PADR,,154612.08,DOMREP 5.30 01/21/41,DOMREP 5.30 01/21/41,USP3579ECJ49
Open,S,10:43:27,BSRD2041,,5.5546,150000,,04/10/2021,,PARA,97,,JEAN ELMUDESI,,11,PADR,,147112.08,DOMREP 5.30 01/21/41,DOMREP 5.30 01/21/41,USP3579ECJ49
Open,B,10:42:58,BSRD2025,,1.9018,100000,,04/10/2021,PARA,,111.5,,JEAN ELMUDESI,,10,PADR,,112523.61,DOMREP 5 1/2 01/27/25,DOMREP 5 1/2 01/27/25,USP3579EBD87
Open,S,10:42:50,BSRD2025,,3.253,100000,,04/10/2021,,PARA,107,,JEAN ELMUDESI,,9,PADR,,108023.61,DOMREP 5 1/2 01/27/25,DOMREP 5 1/2 01/27/25,USP3579EBD87
Open,B,10:42:38,BSRD2024,,0.6354,100000,,04/10/2021,PARA,,108,,JEAN ELMUDESI,,8,PADR,,110709.03,DOMREP 5 7/8 04/18/24,DOMREP 5 7/8 04/18/24,USP3579EAS65
Open,S,10:42:27,BSRD2024,,2.8464,100000,,04/10/2021,,PARA,104.5,,JEAN ELMUDESI,,7,PADR,,107209.03,DOMREP 5 7/8 04/18/24,DOMREP 5 7/8 04/18/24,USP3579EAS65
Open,B,10:42:15,MH22022,,0.6069,100000,,05/10/2021,PARA,,104,,JEAN ELMUDESI,,6,PADR,,104881.16,DRGB 10 3/8 03/04/22,DRGB 10 3/8 03/04/22,DO1005204719
Open,S,10:42:06,MH22022,,5.3221,100000,,05/10/2021,,PARA,102,,JEAN ELMUDESI,,5,PADR,,102881.16,DRGB 10 3/8 03/04/22,DRGB 10 3/8 03/04/22,DO1005204719
Open,B,10:37:01,MH12030,,5.8373,10000000,,05/10/2021,BRSV,,129.42,,BRANDY LAUREANO,,29,BRSV,,13186452.05,DRGB 10 3/8 01/11/30,DRGB 10 3/8 01/11/30,DO1005207217
Open,B,10:36:48,COV2030,,5.8542,10000000,,06/10/2021,BRSV,,127.2,,BRANDY LAUREANO,,28,BRSV,,12826849.32,DRGB 10 02/28/30,DRGB 10 02/28/30,DO1005207829
Open,B,10:36:35,MH12032,,5.9182,10000000,,06/10/2021,BRSV,,146.75,,BRANDY LAUREANO,,27,BRSV,,14776917.81,DRGB 12 03/05/32,DRGB 12 03/05/32,DO1005206011
Open,B,10:36:26,MH12034,,5.8108,10000000,,06/10/2021,BRSV,,149.4,,BRANDY LAUREANO,,26,BRSV,,15214109.59,DRGB 11 1/2 01/11/34,DRGB 11 1/2 01/11/34,DO1005206722
Open,B,10:36:16,MH12035,,5.89,10000000,,06/10/2021,BRSV,,145.4,,BRANDY LAUREANO,,25,BRSV,,14817089.04,DRGB 10 7/8 01/05/35,DRGB 10 7/8 01/05/35,DO1005207316
Open,B,10:36:05,COV2035,,5.9261,10000000,,06/10/2021,BRSV,,139.6,,BRANDY LAUREANO,,24,BRSV,,14069520.55,DRGB 10 1/4 02/28/35,DRGB 10 1/4 02/28/35,DO1005207928
Open,B,10:35:56,MH12040,,6.7753,10000000,,06/10/2021,BRSV,,147.75,,BRANDY LAUREANO,,23,BRSV,,15061712.33,DRGB 11 3/8 01/06/40,DRGB 11 3/8 01/06/40,DO1005207415
Open,B,10:35:43,COV2040,,6.779,10000000,,06/10/2021,BRSV,,142.7,,BRANDY LAUREANO,,22,BRSV,,14386198.63,DRGB 10 7/8 02/28/40,DRGB 10 7/8 02/28/40,DO1005208025
Open,B,10:35:35,INF2040,,6.779,10000000,,06/10/2021,BRSV,,142.7,,BRANDY LAUREANO,,21,BRSV,,14386198.63,DRGB 10 7/8 02/28/40,DRGB 10 7/8 02/28/40,DO1005208124
Open,B,10:35:08,MH12031,,5.7679,10000000,,06/10/2021,BRSV,,120.95,,BRANDY LAUREANO,,20,BRSV,,12371472.6,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,B,10:34:26,MH12029,,5.1929,10000000,,06/10/2021,BRSV,,139,,BRANDY LAUREANO,,19,BRSV,,14186712.33,DRGB 11 3/8 07/06/29,DRGB 11 3/8 07/06/29,DO1005204412
Open,B,10:33:12,MH32028,,5.4565,10000000,,06/10/2021,BRSV,,129.9,,BRANDY LAUREANO,,18,BRSV,,13157876.71,DRGB 10 3/4 08/11/28,DRGB 10 3/4 08/11/28,DO1005206516
Open,B,10:33:00,MH42028,,5.4683,10000000,,06/10/2021,BRSV,,114,,BRANDY LAUREANO,,17,BRSV,,11656438.36,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,B,10:32:39,MH12030,,5.8661,10000000,,05/10/2021,BRSV,,129.2,,BRANDY LAUREANO,,16,BRSV,,13164452.05,DRGB 10 3/8 01/11/30,DRGB 10 3/8 01/11/30,DO1005207217
Open,B,10:32:25,COV2030,,5.8803,10000000,,06/10/2021,BRSV,,127,,BRANDY LAUREANO,,15,BRSV,,12806849.32,DRGB 10 02/28/30,DRGB 10 02/28/30,DO1005207829
Open,B,10:32:03,COV2035,,5.9435,10000000,,06/10/2021,BRSV,,139.4,,BRANDY LAUREANO,,14,BRSV,,14049520.55,DRGB 10 1/4 02/28/35,DRGB 10 1/4 02/28/35,DO1005207928
Open,B,10:31:44,MH12034,,5.8284,10000000,,06/10/2021,BRSV,,149.2,,BRANDY LAUREANO,,13,BRSV,,15194109.59,DRGB 11 1/2 01/11/34,DRGB 11 1/2 01/11/34,DO1005206722
Open,B,10:31:33,MH12035,,5.9411,10000000,,06/10/2021,BRSV,,144.8,,BRANDY LAUREANO,,12,BRSV,,14757089.04,DRGB 10 7/8 01/05/35,DRGB 10 7/8 01/05/35,DO1005207316
Open,B,10:30:27,MH12032,,5.9384,10000000,,06/10/2021,BRSV,,146.55,,BRANDY LAUREANO,,11,BRSV,,14756917.81,DRGB 12 03/05/32,DRGB 12 03/05/32,DO1005206011
Open,B,10:28:41,MH12031,,5.7558,10000000,,06/10/2021,BRSV,,121.05,,BRANDY LAUREANO,,10,BRSV,,12381472.6,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,S,09:27:07,MH22029,,5.5347,10000000,,04/10/2021,,BRSV,133.65,,BRANDY LAUREANO,,9,BRSV,,13803835.62,DRGB 10 3/4 11/08/29,DRGB 10 3/4 11/08/29,DO1005207027
Open,S,09:26:55,MH12029,,5.5454,10000000,,05/10/2021,,BRSV,136.3,,BRANDY LAUREANO,,8,BRSV,,13913595.89,DRGB 11 3/8 07/06/29,DRGB 11 3/8 07/06/29,DO1005204412
Open,S,09:26:30,MH22029,,5.5852,10000000,,05/10/2021,,BRSV,133.25,,BRANDY LAUREANO,,7,BRSV,,13766780.82,DRGB 10 3/4 11/08/29,DRGB 10 3/4 11/08/29,DO1005207027
Open,B,09:25:09,MH12032,,5.8931,10000000,,06/10/2021,BRSV,,147,,BRANDY LAUREANO,,6,BRSV,,14801917.81,DRGB 12 03/05/32,DRGB 12 03/05/32,DO1005206011
Open,B,09:21:21,BSDR2026,,5.0547,10000000,,04/10/2021,BRSV,,119.3,,BRANDY LAUREANO,,5,BRSV,,12252291.67,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,09:20:57,BSDR2026,,5.0765,10000000,,04/10/2021,BRSV,,119.2,,BRANDY LAUREANO,,4,BRSV,,12242291.67,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,09:20:40,BSDR2026,,5.1202,10000000,,04/10/2021,BRSV,,119,,BRANDY LAUREANO,,3,BRSV,,12222291.67,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,S,09:20:25,BSDR2026,,5.1619,10000000,,05/10/2021,,BRSV,118.8,,BRANDY LAUREANO,,2,BRSV,,12205000,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,S,09:06:14,MH12031,,5.8041,10000000,,06/10/2021,,TIVA,120.65,,FRANCISCO DOMINGUEZ,,2,TIVA,,12341472.6,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,B,08:46:56,MH12030,,5.2,10000000,,05/10/2021,PARA,,134.4137,,JEAN ELMUDESI,,4,PADR,,13685822.05,DRGB 10 3/8 01/11/30,DRGB 10 3/8 01/11/30,DO1005207217
Open,B,08:46:09,MH12031,,5.4,10000000,,05/10/2021,PARA,,124.0542,,JEAN ELMUDESI,,3,PADR,,12679529.59,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,B,08:44:56,MH42028,,5,10000000,,05/10/2021,PARA,,116.8578,,JEAN ELMUDESI,,2,PADR,,11940026.58,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,B,12:41:31,BSRD2049,,5.7459,150000,,01/10/2021,PARA,,109,,JEAN ELMUDESI,,14,PADR,,166593.33,DOMREP 6.40 06/05/49,DOMREP 6.40 06/05/49,USP3579ECE51
Open,S,12:41:23,BSRD2049,,6.0982,150000,,01/10/2021,,PARA,104,,JEAN ELMUDESI,,13,PADR,,159093.33,DOMREP 6.40 06/05/49,DOMREP 6.40 06/05/49,USP3579ECE51
Open,B,12:41:12,BSRD2044,,5.5689,100000,,01/10/2021,PARA,,124,,JEAN ELMUDESI,,12,PADR,,127124.86,DOMREP 7.45 04/30/44,DOMREP 7.45 04/30/44,USP3579EAY34
Open,S,12:41:06,BSRD2044,,6.058,100000,,01/10/2021,,PARA,117,,JEAN ELMUDESI,,11,PADR,,120124.86,DOMREP 7.45 04/30/44,DOMREP 7.45 04/30/44,USP3579EAY34
Open,B,12:40:58,BSRD2041,,5.1348,150000,,01/10/2021,PARA,,102,,JEAN ELMUDESI,,10,PADR,,154545.83,DOMREP 5.30 01/21/41,DOMREP 5.30 01/21/41,USP3579ECJ49
Open,S,12:40:51,BSRD2041,,5.5545,150000,,01/10/2021,,PARA,97,,JEAN ELMUDESI,,9,PADR,,147045.83,DOMREP 5.30 01/21/41,DOMREP 5.30 01/21/41,USP3579ECJ49
Open,B,12:40:23,BSRD2025,,1.91,100000,,01/10/2021,PARA,,111.5,,JEAN ELMUDESI,,8,PADR,,112477.78,DOMREP 5 1/2 01/27/25,DOMREP 5 1/2 01/27/25,USP3579EBD87
Open,S,12:40:15,BSRD2025,,3.2582,100000,,01/10/2021,,PARA,107,,JEAN ELMUDESI,,7,PADR,,107977.78,DOMREP 5 1/2 01/27/25,DOMREP 5 1/2 01/27/25,USP3579EBD87
Open,B,12:40:06,BSRD2024,,0.6617,100000,,01/10/2021,PARA,,108,,JEAN ELMUDESI,,6,PADR,,110660.07,DOMREP 5 7/8 04/18/24,DOMREP 5 7/8 04/18/24,USP3579EAS65
Open,S,12:39:59,BSRD2024,,2.8617,100000,,01/10/2021,,PARA,104.5,,JEAN ELMUDESI,,5,PADR,,107160.07,DOMREP 5 7/8 04/18/24,DOMREP 5 7/8 04/18/24,USP3579EAS65
Open,B,12:39:48,MH22022,,0.6681,100000,,04/10/2021,PARA,,104,,JEAN ELMUDESI,,4,PADR,,104852.74,DRGB 10 3/8 03/04/22,DRGB 10 3/8 03/04/22,DO1005204719
Open,S,12:39:33,MH22022,,5.3544,100000,,04/10/2021,,PARA,102,,JEAN ELMUDESI,,3,PADR,,102852.74,DRGB 10 3/8 03/04/22,DRGB 10 3/8 03/04/22,DO1005204719
Open,S,11:42:51,BSDR2026,,5.1202,10000000,,04/10/2021,,PRHR,119,,JESUS GIL,,4,PRHR,,12222291.67,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,11:41:22,BSDR2026,,5.0831,10000000,,04/10/2021,BRSV,,119.17,,OSCAR YEPEZ,,23,BRSV,,12239291.67,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,11:33:40,MH12040,,6.7934,10000000,,06/10/2021,BRSV,,147.5,,BRANDY LAUREANO,,22,BRSV,,15036712.33,DRGB 11 3/8 01/06/40,DRGB 11 3/8 01/06/40,DO1005207415
Open,B,11:33:22,COV2040,,6.7938,10000000,,06/10/2021,BRSV,,142.5,,BRANDY LAUREANO,,21,BRSV,,14366198.63,DRGB 10 7/8 02/28/40,DRGB 10 7/8 02/28/40,DO1005208025
Open,B,11:33:13,INF2040,,6.7938,10000000,,06/10/2021,BRSV,,142.5,,BRANDY LAUREANO,,20,BRSV,,14366198.63,DRGB 10 7/8 02/28/40,DRGB 10 7/8 02/28/40,DO1005208124
Open,B,11:30:58,BSDR2026,,5.0983,10000000,,01/10/2021,BRSV,,119.13,,OSCAR YEPEZ,,19,BRSV,,12227166.67,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,11:26:37,MH12031,,5.7438,10000000,,06/10/2021,BRSV,,121.15,,BRANDY LAUREANO,,18,BRSV,,12391472.6,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,B,10:57:24,MH32028,,5.4415,10000000,,06/10/2021,BRSV,,130,,OSCAR YEPEZ,,17,BRSV,,13167876.71,DRGB 10 3/4 08/11/28,DRGB 10 3/4 08/11/28,DO1005206516
Open,B,10:57:10,MH42028,,5.445,10000000,,06/10/2021,BRSV,,114.14,,OSCAR YEPEZ,,16,BRSV,,11670438.36,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,B,10:40:21,MH12030,,5.6489,10000000,,06/10/2021,BHDV,,130.8625,,SIMON ANGULO,,2,BHVD,,13333544.52,DRGB 10 3/8 01/11/30,DRGB 10 3/8 01/11/30,DO1005207217
Open,S,10:25:55,BSDR2026,,5.1421,10000000,,04/10/2021,,PRHR,118.9,,JESUS GIL,,3,PRHR,,12212291.67,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,10:17:46,BSDR2026,,5.0438,10000000,,04/10/2021,BRSV,,119.35,,OSCAR YEPEZ,,15,BRSV,,12257291.67,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,10:13:36,BSDR2026,,5.02,15000000,,30/09/2021,CBAO,,119.5,,ELIAS FERNANDEZ,,2,CBAO,,18392187.5,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,S,10:12:07,BSDR2026,,5.0722,10000000,,01/10/2021,,PRHR,119.25,,JESUS GIL,,2,PRHR,,12239166.67,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,09:37:07,MH12031,,5.7388,10000000,,04/10/2021,BRSV,,121.2,,BRANDY LAUREANO,,14,BRSV,,12391746.58,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,B,09:08:33,MH12027,,4.7156,10000000,,06/10/2021,BRSV,,130.5,,BRANDY LAUREANO,,13,BRSV,,13241095.89,DRGB 11 1/4 02/05/27,DRGB 11 1/4 02/05/27,DO1005205617
Open,S,09:07:13,BSDR2026,,5.2278,10000000,,05/10/2021,,TIVA,118.5,,RAFAEL PENA,,3,TIVA,,12175000,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,09:06:53,BSDR2026,,4.8355,10000000,,05/10/2021,BRSV,,120.3,,BRANDY LAUREANO,,12,BRSV,,12355000,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,S,09:05:53,MH32028,,5.7903,10000000,,06/10/2021,,BRSV,127.7,,BRANDY LAUREANO,,11,BRSV,,12937876.71,DRGB 10 3/4 08/11/28,DRGB 10 3/4 08/11/28,DO1005206516
Open,S,09:05:40,MH42028,,5.8053,10000000,,06/10/2021,,BRSV,112,,BRANDY LAUREANO,,10,BRSV,,11456438.36,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,S,09:05:02,MH12030,,6.0233,10000000,,06/10/2021,,BRSV,128,,BRANDY LAUREANO,,9,BRSV,,13047294.52,DRGB 10 3/8 01/11/30,DRGB 10 3/8 01/11/30,DO1005207217
Open,B,09:04:52,BSDR2026,,4.7923,10000000,,05/10/2021,BRSV,,120.5,,BRANDY LAUREANO,,8,BRSV,,12375000,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,09:04:37,MH42028,,5.352,10000000,,06/10/2021,BRSV,,114.7,,BRANDY LAUREANO,,7,BRSV,,11726438.36,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,B,09:04:28,MH32028,,5.3384,10000000,,06/10/2021,BRSV,,130.69,,BRANDY LAUREANO,,6,BRSV,,13236876.71,DRGB 10 3/4 08/11/28,DRGB 10 3/4 08/11/28,DO1005206516
Open,B,09:04:14,MH12030,,5.5683,10000000,,06/10/2021,BRSV,,131.49,,BRANDY LAUREANO,,5,BRSV,,13396294.52,DRGB 10 3/8 01/11/30,DRGB 10 3/8 01/11/30,DO1005207217
Open,B,09:04:06,MH12031,,5.6969,10000000,,06/10/2021,BRSV,,121.54,,BRANDY LAUREANO,,4,BRSV,,12430472.6,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,B,09:03:57,MH12032,,5.846,10000000,,06/10/2021,BRSV,,147.47,,BRANDY LAUREANO,,3,BRSV,,14848917.81,DRGB 12 03/05/32,DRGB 12 03/05/32,DO1005206011
Open,S,09:03:38,MH12032,,6.147,10000000,,06/10/2021,,BRSV,144.5,,BRANDY LAUREANO,,2,BRSV,,14551917.81,DRGB 12 03/05/32,DRGB 12 03/05/32,DO1005206011
Open,B,09:02:46,MH42028,,5,10000000,,04/10/2021,PARA,,116.8636,,JEAN ELMUDESI,,2,PADR,,11938414.79,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,S,08:43:27,BSDR2026,,5.1267,10000000,,01/10/2021,,TIVA,119,,FRANCISCO DOMINGUEZ,,2,TIVA,,12214166.67,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,12:38:01,BSRD2049,,5.7459,150000,,01/10/2021,PARA,,109,,JEAN ELMUDESI,,14,PADR,,166593.33,DOMREP 6.40 06/05/49,DOMREP 6.40 06/05/49,USP3579ECE51
Open,S,12:37:52,BSRD2049,,6.0982,150000,,01/10/2021,,PARA,104,,JEAN ELMUDESI,,13,PADR,,159093.33,DOMREP 6.40 06/05/49,DOMREP 6.40 06/05/49,USP3579ECE51
Open,B,12:37:42,BSRD2044,,5.5689,100000,,01/10/2021,PARA,,124,,JEAN ELMUDESI,,12,PADR,,127124.86,DOMREP 7.45 04/30/44,DOMREP 7.45 04/30/44,USP3579EAY34
Open,S,12:37:35,BSRD2044,,6.058,100000,,01/10/2021,,PARA,117,,JEAN ELMUDESI,,11,PADR,,120124.86,DOMREP 7.45 04/30/44,DOMREP 7.45 04/30/44,USP3579EAY34
Open,B,12:37:24,BSRD2041,,5.1348,150000,,01/10/2021,PARA,,102,,JEAN ELMUDESI,,10,PADR,,154545.83,DOMREP 5.30 01/21/41,DOMREP 5.30 01/21/41,USP3579ECJ49
Open,S,12:37:14,BSRD2041,,5.5545,150000,,01/10/2021,,PARA,97,,JEAN ELMUDESI,,9,PADR,,147045.83,DOMREP 5.30 01/21/41,DOMREP 5.30 01/21/41,USP3579ECJ49
Open,B,12:36:26,BSRD2025,,1.91,100000,,01/10/2021,PARA,,111.5,,JEAN ELMUDESI,,8,PADR,,112477.78,DOMREP 5 1/2 01/27/25,DOMREP 5 1/2 01/27/25,USP3579EBD87
Open,S,12:36:13,BSRD2025,,3.2582,100000,,01/10/2021,,PARA,107,,JEAN ELMUDESI,,7,PADR,,107977.78,DOMREP 5 1/2 01/27/25,DOMREP 5 1/2 01/27/25,USP3579EBD87
Open,B,12:35:23,BSRD2024,,0.6617,100000,,01/10/2021,PARA,,108,,JEAN ELMUDESI,,6,PADR,,110660.07,DOMREP 5 7/8 04/18/24,DOMREP 5 7/8 04/18/24,USP3579EAS65
Open,S,12:35:14,BSRD2024,,2.8617,100000,,01/10/2021,,PARA,104.5,,JEAN ELMUDESI,,5,PADR,,107160.07,DOMREP 5 7/8 04/18/24,DOMREP 5 7/8 04/18/24,USP3579EAS65
Open,B,12:35:01,MH22022,,0.6681,100000,,04/10/2021,PARA,,104,,JEAN ELMUDESI,,4,PADR,,104852.74,DRGB 10 3/8 03/04/22,DRGB 10 3/8 03/04/22,DO1005204719
Open,S,12:34:53,MH22022,,5.3544,100000,,04/10/2021,,PARA,102,,JEAN ELMUDESI,,3,PADR,,102852.74,DRGB 10 3/8 03/04/22,DRGB 10 3/8 03/04/22,DO1005204719
Open,B,12:21:35,BSDR2026,,5,10000000,,30/09/2021,CBAO,,119.5922,,ELIAS FERNANDEZ,,2,CBAO,,12270678.33,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,11:34:18,MH12030,,5.5734,10000000,,06/10/2021,BRSV,,131.45,,OSCAR YEPEZ,,23,BRSV,,13392294.52,DRGB 10 3/8 01/11/30,DRGB 10 3/8 01/11/30,DO1005207217
Open,B,11:33:47,MH42028,,5.3504,10000000,,06/10/2021,BRSV,,114.71,,OSCAR YEPEZ,,22,BRSV,,11727438.36,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,B,11:26:09,BSDR2026,,4.7902,10000000,,05/10/2021,BRSV,,120.51,,OSCAR YEPEZ,,21,BRSV,,12376000,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,S,11:18:23,MH12031,,5.7485,10000000,,04/10/2021,,BRSV,121.12,,BRANDY LAUREANO,,20,BRSV,,12383746.58,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,B,11:17:13,MH42028,,5.3025,10000000,,06/10/2021,BRSV,,115,,OSCAR YEPEZ,,19,BRSV,,11756438.36,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,B,11:16:46,MH12032,,5.845,10000000,,06/10/2021,BRSV,,147.48,,OSCAR YEPEZ,,18,BRSV,,14849917.81,DRGB 12 03/05/32,DRGB 12 03/05/32,DO1005206011
Open,B,11:16:33,MH12032,,5.7931,10000000,,06/10/2021,BRSV,,148,,OSCAR YEPEZ,,17,BRSV,,14901917.81,DRGB 12 03/05/32,DRGB 12 03/05/32,DO1005206011
Open,B,11:15:34,MH32028,,5.3369,10000000,,06/10/2021,BRSV,,130.7,,OSCAR YEPEZ,,16,BRSV,,13237876.71,DRGB 10 3/4 08/11/28,DRGB 10 3/4 08/11/28,DO1005206516
Open,B,11:15:19,MH42028,,5.2202,10000000,,06/10/2021,BRSV,,115.5,,OSCAR YEPEZ,,15,BRSV,,11806438.36,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,B,11:14:38,MH12031,,5.6957,10000000,,06/10/2021,BRSV,,121.55,,OSCAR YEPEZ,,14,BRSV,,12431472.6,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,B,11:12:03,MH12032,,5.7504,10000000,,06/10/2021,BRSV,,148.43,,OSCAR YEPEZ,,13,BRSV,,14944917.81,DRGB 12 03/05/32,DRGB 12 03/05/32,DO1005206011
Open,B,11:09:06,MHUS2029,,2.5907,1000000,,06/10/2021,BHDV,,130.327,,SIMON ANGULO,,5,BHVD,,1322575.56,DRGB 6.95 06/26/29,DRGB 6.95 06/26/29,DO1005208215
