12/06/2019,1264910003,12:51:00 p.m., MH12027 , DO1005205617 ,0,05/08/2016,05/02/2027,132,2790,100000,10,1000000,40684.93151,110.4992,1145676.93,9.2986,17/06/2019,DOP,JMMB,BR,Bonos de Deuda Ley 331-15,33,11.25,FIXED,2,Govt,Accepted,SEH,Ministerio de  Hacienda
12/06/2019,1265170006,12:51:00 p.m., MH12027 , DO1005205617 ,0,05/08/2016,05/02/2027,132,2790,100000,100,10000000,406849.3151,110.45,11451849.32,9.3071,17/06/2019,DOP,ALPHA,BR,Bonos de Deuda Ley 331-15,33,11.25,FIXED,2,Govt,Accepted,SEH,Ministerio de  Hacienda
12/06/2019,1272330007,12:31:00 p.m., MH22024 , DO1005206623 ,0,11/01/2019,11/01/2024,152,1674,100000,349,34900000,1489704.11,105.578,38336426.11,8.7494,12/06/2019,DOP,UNICA,BSANTACR,Bonos de Deuda Ley 64-18,33,10.25,FIXED,2,Govt,Accepted,SEH,Ministerio de  Hacienda
12/06/2019,1272330008,12:31:00 p.m., MH22024 , DO1005206623 ,0,11/01/2019,11/01/2024,153,1673,100000,349,34900000,1499504.795,105.55,38336454.79,8.7562,13/06/2019,DOP,BSANTACR,UNICA,Bonos de Deuda Ley 64-18,33,10.25,FIXED,2,Govt,Accepted,SEH,Ministerio de  Hacienda
12/06/2019,1265050001,12:06:00 p.m., BSDR2026 , USP3579ECD78 ,0,05/06/2019,05/06/2026,8,2549,50000,951,47550000,103025,100.3441,47816644.55,9.6801,13/06/2019,DOP,PARVA,PARVA,Bonos de Deuda Ley 64-18 ,33,9.75,FIXED,2,Govt,Accepted,SEH,Ministerio de  Hacienda
12/06/2019,1265050002,12:16:00 p.m., BSRD2023 , USP3579EBZ99 ,0,15/02/2018,15/02/2023,118,1343,50000,935,46750000,1363801.39,99.978,48103516.39,8.9,13/06/2019,DOP,PARVA,PARVA,Bonos de Deuda Ley 248-17,33,8.9,FIXED,2,Govt,Accepted,SEH,Ministerio de  Hacienda
